zip,type_of_property,subtype_of_property,price,number_of_rooms,house_area,surface_of_the_land,number_of_facades,swimming_pool,state_of_the_building,commune,province,region,rank
1420,apartment,apartment,175000,2,70,70,2,0,unknown,BRAINE-L'ALLEUD,Brabant Wallon,Région flamande,488.0
4040,apartment,apartment,175000,2,87,87,4,0,unknown,HERSTAL,Liège,Région wallonne,93.0
8620,apartment,apartment,175000,1,43,43,3,0,to be done up,NIEUWPOORT,Flandre-Occidentale,Région flamande,364.0
1180,apartment,apartment,180000,1,50,50,2,0,good,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
7330,apartment,apartment,180000,3,109,109,2,0,unknown,SAINT-GHISLAIN,Hainaut,Région wallonne,36.0
8370,apartment,apartment,180000,1,59,59,2,0,unknown,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
2300,apartment,apartment,184000,2,85,85,2,0,good,TURNHOUT,Anvers,Région flamande,277.0
1040,apartment,flat studio,185000,1,40,40,2,0,unknown,ETTERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,540.0
1040,apartment,apartment,185000,1,40,40,2,0,unknown,ETTERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,540.0
8370,apartment,apartment,185000,1,63,63,3,0,as new,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
8370,apartment,apartment,185000,1,59,59,2,0,unknown,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
1070,apartment,apartment,189000,2,75,75,4,0,unknown,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
1480,apartment,apartment,195000,2,85,85,2,0,unknown,TUBIZE,Brabant Wallon,Région flamande,187.0
5100,apartment,apartment,195000,2,80,80,2,0,unknown,NAMUR,Namur,Région wallonne,258.0
8370,apartment,apartment,195000,1,60,60,2,0,unknown,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
8400,apartment,apartment,195000,2,80,80,2,0,as new,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
8370,apartment,apartment,198000,1,63,63,2,0,unknown,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
1020,apartment,apartment,199000,2,107,107,2,0,unknown,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
1180,apartment,ground floor,199000,1,57,57,3,0,good,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
1480,apartment,apartment,200000,2,110,110,2,0,good,TUBIZE,Brabant Wallon,Région flamande,187.0
1300,apartment,duplex,169000,2,75,75,2,0,good,WAVRE,Brabant Wallon,Région flamande,493.0
2890,apartment,apartment,199800,2,75,75,2,0,just renovated,PUURS-SINT-AMANDS,Anvers,Région flamande,389.0
6990,apartment,apartment,158000,2,73,73,2,0,as new,HOTTON,Luxembourg,Région wallonne,51.0
1020,apartment,apartment,190000,1,70,70,2,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
8670,apartment,apartment,155000,2,75,75,2,0,unknown,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
2230,apartment,ground floor,167000,1,67,67,1,0,just renovated,HERSELT,Anvers,Région flamande,292.0
9112,apartment,apartment,170000,2,70,70,3,0,good,SINT-NIKLAAS,Flandre-Orientale,Région flamande,319.0
7330,apartment,apartment,175000,2,125,125,2,0,unknown,SAINT-GHISLAIN,Hainaut,Région wallonne,36.0
8670,apartment,apartment,179000,2,55,55,2,0,as new,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
6760,apartment,ground floor,185000,1,60,60,3,0,unknown,VIRTON,Luxembourg,Région wallonne,110.0
4051,apartment,apartment,187000,2,90,90,2,0,as new,CHAUDFONTAINE,Liège,Région wallonne,253.0
3680,apartment,apartment,192875,1,87,87,3,0,unknown,MAASEIK,Limbourg,Région flamande,426.0
8434,apartment,apartment,199500,2,80,80,3,0,unknown,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
2100,apartment,apartment,155000,1,88,88,3,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
1080,apartment,apartment,155000,1,60,60,2,0,unknown,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
7100,apartment,apartment,195000,3,135,135,2,0,unknown,LA LOUVIÈRE,Hainaut,Région wallonne,37.0
8550,apartment,apartment,158959,1,73,73,2,0,unknown,ZWEVEGEM,Flandre-Occidentale,Région flamande,158.0
3600,apartment,service flat,165000,1,55,55,2,0,as new,GENK,Limbourg,Région flamande,180.0
7170,apartment,apartment,160000,3,120,120,2,0,good,MANAGE,Hainaut,Région wallonne,49.0
4020,apartment,apartment,169000,3,145,145,2,0,good,LIÈGE,Liège,Région wallonne,83.0
4020,apartment,triplex,169000,3,145,145,2,0,good,LIÈGE,Liège,Région wallonne,83.0
8430,apartment,apartment,185000,1,60,60,3,0,just renovated,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
2100,apartment,apartment,189000,2,95,95,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
8700,apartment,apartment,189000,2,84,84,3,0,as new,TIELT,Flandre-Occidentale,Région flamande,287.0
4000,apartment,apartment,159000,2,85,85,2,0,unknown,LIÈGE,Liège,Région wallonne,83.0
1050,apartment,flat studio,169000,0,40,40,1,0,unknown,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
7500,apartment,apartment,169000,2,90,90,3,0,as new,TOURNAI,Hainaut,Région wallonne,281.0
8400,apartment,apartment,170000,2,75,75,2,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
8430,apartment,apartment,174900,1,62,62,2,0,unknown,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
1080,apartment,apartment,189000,2,86,86,2,0,unknown,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
1480,apartment,apartment,195000,2,85,85,3,0,unknown,TUBIZE,Brabant Wallon,Région flamande,187.0
3130,apartment,apartment,197000,2,106,106,2,0,good,BEGIJNENDIJK,Brabant Flamand,Région flamande,396.0
1140,apartment,apartment,199000,2,70,70,2,0,unknown,EVERE,Bruxelles (19 communes),Région Bruxelles-capitale,262.0
8550,apartment,apartment,153000,2,71,71,3,0,good,ZWEVEGEM,Flandre-Occidentale,Région flamande,158.0
2060,apartment,apartment,165000,1,62,62,3,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
8480,apartment,apartment,169000,2,117,117,2,0,good,ICHTEGEM,Flandre-Occidentale,Région flamande,229.0
3580,apartment,apartment,185000,2,78,78,3,0,unknown,BERINGEN,Limbourg,Région flamande,193.0
3545,apartment,duplex,199000,2,105,105,4,0,good,HALEN,Limbourg,Région flamande,199.0
5000,apartment,apartment,158000,1,55,55,3,0,good,NAMUR,Namur,Région wallonne,258.0
1170,apartment,apartment,199000,1,53,53,3,0,good,WATERMAEL-BOITSFORT,Bruxelles (19 communes),Région Bruxelles-capitale,575.0
2440,apartment,apartment,175000,2,75,75,3,0,unknown,GEEL,Anvers,Région flamande,254.0
1800,apartment,apartment,199775,1,79,79,3,0,unknown,VILVOORDE,Brabant Flamand,Région flamande,307.0
2300,apartment,apartment,159000,3,109,109,3,0,just renovated,TURNHOUT,Anvers,Région flamande,277.0
8434,apartment,apartment,159000,1,45,45,3,0,unknown,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
1420,apartment,apartment,160000,1,45,45,2,0,unknown,BRAINE-L'ALLEUD,Brabant Wallon,Région flamande,488.0
2170,apartment,apartment,174900,2,75,75,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
1070,apartment,apartment,175000,1,60,60,3,0,good,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
2250,apartment,apartment,175000,3,140,140,3,0,unknown,OLEN,Anvers,Région flamande,357.0
2300,apartment,apartment,179000,2,98,98,2,0,good,TURNHOUT,Anvers,Région flamande,277.0
4052,apartment,apartment,179000,2,80,80,3,0,unknown,CHAUDFONTAINE,Liège,Région wallonne,253.0
4870,apartment,apartment,179000,2,80,80,3,0,unknown,TROOZ,Liège,Région wallonne,46.0
9400,apartment,ground floor,179000,2,110,110,2,0,good,NINOVE,Flandre-Orientale,Région flamande,267.0
2500,apartment,ground floor,185000,2,87,87,3,0,good,LIER,Anvers,Région flamande,390.0
2580,apartment,apartment,185000,1,52,52,2,0,good,PUTTE,Anvers,Région flamande,417.0
1480,apartment,ground floor,199000,2,100,100,3,0,as new,TUBIZE,Brabant Wallon,Région flamande,187.0
2440,apartment,apartment,199000,2,104,104,3,0,as new,GEEL,Anvers,Région flamande,254.0
8670,apartment,apartment,199000,1,63,63,2,0,good,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
1080,apartment,apartment,199000,2,125,125,4,0,unknown,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
5530,apartment,ground floor,168000,1,65,65,4,0,as new,YVOIR,Namur,Région wallonne,283.0
5530,apartment,apartment,199000,2,81,81,4,0,as new,YVOIR,Namur,Région wallonne,283.0
5530,apartment,ground floor,199000,2,81,81,4,0,as new,YVOIR,Namur,Région wallonne,283.0
1731,apartment,apartment,159000,2,71,71,3,0,as new,ASSE,Brabant Flamand,Région flamande,341.0
2140,apartment,apartment,185000,1,85,85,3,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
1300,apartment,apartment,200000,3,95,95,3,0,unknown,WAVRE,Brabant Wallon,Région flamande,493.0
9000,apartment,apartment,193000,2,85,85,1,0,unknown,GENT,Flandre-Orientale,Région flamande,496.0
4610,apartment,apartment,192500,1,66,66,3,0,unknown,BEYNE-HEUSAY,Liège,Région wallonne,164.0
2170,apartment,apartment,159000,2,80,80,3,0,good,ANTWERPEN,Anvers,Région flamande,334.0
8400,apartment,apartment,162500,1,71,71,2,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
4000,apartment,flat studio,165000,1,60,60,3,0,just renovated,LIÈGE,Liège,Région wallonne,83.0
6043,apartment,apartment,165000,2,90,90,2,0,as new,CHARLEROI,Hainaut,Région wallonne,19.0
7060,apartment,apartment,165000,2,99,99,2,0,unknown,SOIGNIES,Hainaut,Région wallonne,67.0
2100,apartment,apartment,174500,2,90,90,3,0,good,ANTWERPEN,Anvers,Région flamande,334.0
1080,apartment,apartment,189000,2,85,85,2,0,unknown,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
2290,apartment,apartment,198000,2,95,95,2,0,good,VORSELAAR,Anvers,Région flamande,422.0
7020,apartment,apartment,185000,2,76,76,3,0,good,MONS,Hainaut,Région wallonne,40.0
9240,apartment,apartment,169000,2,86,86,2,0,as new,ZELE,Flandre-Orientale,Région flamande,320.0
9900,apartment,apartment,185500,2,88,88,2,0,good,EEKLO,Flandre-Orientale,Région flamande,220.0
6800,apartment,apartment,167500,2,90,90,3,0,unknown,LIBRAMONT-CHEVIGNY,Luxembourg,Région wallonne,173.0
4367,apartment,apartment,195800,2,84,84,3,0,unknown,CRISNÉE,Liège,Région wallonne,162.0
4367,apartment,apartment,196500,2,83,83,3,0,unknown,CRISNÉE,Liège,Région wallonne,162.0
4367,apartment,apartment,198500,2,85,85,3,0,unknown,CRISNÉE,Liège,Région wallonne,162.0
3620,apartment,duplex,199400,2,94,94,4,0,as new,LANAKEN,Limbourg,Région flamande,125.0
4367,apartment,apartment,199500,2,87,87,3,0,unknown,CRISNÉE,Liège,Région wallonne,162.0
8680,apartment,apartment,195000,3,98,98,2,0,good,KOEKELARE,Flandre-Occidentale,Région flamande,266.0
1000,apartment,apartment,189000,1,45,45,2,0,unknown,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
1080,apartment,apartment,157000,2,70,70,2,0,unknown,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
8370,apartment,apartment,157000,1,54,54,3,0,as new,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
2460,apartment,apartment,165000,2,75,75,3,0,unknown,KASTERLEE,Anvers,Région flamande,520.0
7060,apartment,apartment,165000,2,100,100,3,0,unknown,SOIGNIES,Hainaut,Région wallonne,67.0
8790,apartment,apartment,169000,2,100,100,2,0,good,WAREGEM,Flandre-Occidentale,Région flamande,297.0
2200,apartment,apartment,175000,2,97,97,3,0,good,HERENTALS,Anvers,Région flamande,293.0
2020,apartment,apartment,185000,3,100,100,3,0,good,ANTWERPEN,Anvers,Région flamande,334.0
4540,apartment,apartment,185000,2,11,11,3,0,as new,AMAY,Liège,Région wallonne,27.0
8450,apartment,duplex,195000,1,69,69,2,0,as new,BREDENE,Flandre-Occidentale,Région flamande,114.0
1080,apartment,apartment,199000,2,90,90,2,0,as new,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
1082,apartment,apartment,199000,1,65,65,2,0,unknown,BERCHEM-SAINTE-AGATHE,Bruxelles (19 communes),Région Bruxelles-capitale,366.0
2100,apartment,apartment,169000,1,99,99,2,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
3600,apartment,apartment,179000,1,71,71,3,0,as new,GENK,Limbourg,Région flamande,180.0
3600,apartment,apartment,179000,1,71,71,3,0,as new,GENK,Limbourg,Région flamande,180.0
8370,apartment,apartment,180000,1,59,59,2,0,unknown,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
3600,apartment,apartment,187000,1,70,70,3,0,as new,GENK,Limbourg,Région flamande,180.0
3600,apartment,apartment,187000,1,70,70,3,0,as new,GENK,Limbourg,Région flamande,180.0
6040,apartment,duplex,175000,3,123,123,2,0,as new,CHARLEROI,Hainaut,Région wallonne,19.0
7940,apartment,apartment,163000,2,72,72,2,0,unknown,BRUGELETTE,Hainaut,Région wallonne,62.0
3540,apartment,apartment,168000,2,80,80,3,0,good,HERK-DE-STAD,Limbourg,Région flamande,406.0
8860,apartment,duplex,185000,3,126,126,2,0,good,LENDELEDE,Flandre-Occidentale,Région flamande,241.0
8400,apartment,apartment,189000,2,90,90,2,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
8450,apartment,apartment,190000,1,68,68,2,0,good,BREDENE,Flandre-Occidentale,Région flamande,114.0
2200,apartment,apartment,194000,2,92,92,2,0,unknown,HERENTALS,Anvers,Région flamande,293.0
9500,apartment,apartment,198000,1,300,300,2,0,good,GERAARDSBERGEN,Flandre-Orientale,Région flamande,210.0
1080,apartment,apartment,199000,2,85,85,2,0,unknown,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
1080,apartment,apartment,199000,2,86,86,2,0,unknown,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
5530,apartment,ground floor,199000,2,87,87,4,0,as new,YVOIR,Namur,Région wallonne,283.0
4830,apartment,apartment,169950,2,293,293,3,0,unknown,LIMBOURG,Liège,Région wallonne,6.0
3630,apartment,apartment,160000,2,105,105,4,0,good,MAASMECHELEN,Limbourg,Région flamande,269.0
3980,apartment,apartment,165000,3,105,105,3,0,good,TESSENDERLO,Limbourg,Région flamande,304.0
3000,apartment,ground floor,190000,1,70,70,3,0,to renovate,LEUVEN,Brabant Flamand,Région flamande,465.0
1000,apartment,flat studio,195000,1,43,43,3,0,unknown,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
9240,apartment,duplex,195000,1,90,90,3,0,good,ZELE,Flandre-Orientale,Région flamande,320.0
1083,apartment,ground floor,199000,1,80,80,3,0,good,GANSHOREN,Bruxelles (19 communes),Région Bruxelles-capitale,209.0
6800,apartment,apartment,175000,1,92,92,3,0,unknown,LIBRAMONT-CHEVIGNY,Luxembourg,Région wallonne,173.0
1070,apartment,apartment,155000,2,65,65,3,0,good,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
9000,apartment,apartment,159000,2,72,72,2,0,good,GENT,Flandre-Orientale,Région flamande,496.0
7060,apartment,apartment,165000,2,100,100,2,0,unknown,SOIGNIES,Hainaut,Région wallonne,67.0
4920,apartment,apartment,171000,1,77,77,2,0,just renovated,AYWAILLE,Liège,Région wallonne,148.0
8430,apartment,apartment,180000,1,44,44,4,0,unknown,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
2200,apartment,apartment,184000,3,92,92,3,0,unknown,HERENTALS,Anvers,Région flamande,293.0
7090,apartment,apartment,188000,3,104,104,3,0,as new,BRAINE-LE-COMTE,Hainaut,Région wallonne,61.0
1457,apartment,apartment,189000,2,90,90,4,0,unknown,WALHAIN,Brabant Wallon,Région flamande,442.0
4540,apartment,apartment,190000,2,110,110,3,0,as new,AMAY,Liège,Région wallonne,27.0
2400,apartment,apartment,199000,2,121,121,3,0,good,MOL,Anvers,Région flamande,239.0
1080,apartment,apartment,195000,2,95,95,4,0,unknown,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
4030,apartment,apartment,175500,1,73,73,3,0,as new,LIÈGE,Liège,Région wallonne,83.0
1080,apartment,apartment,183000,2,80,80,2,0,good,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
8450,apartment,apartment,159000,1,65,65,3,0,unknown,BREDENE,Flandre-Occidentale,Région flamande,114.0
1780,apartment,apartment,184000,1,60,60,4,0,good,WEMMEL,Brabant Flamand,Région flamande,524.0
1090,apartment,apartment,179000,3,77,77,4,0,unknown,JETTE,Bruxelles (19 communes),Région Bruxelles-capitale,259.0
2300,apartment,apartment,155000,2,107,107,2,0,good,TURNHOUT,Anvers,Région flamande,277.0
1180,apartment,flat studio,159000,0,28,28,2,0,good,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
2100,apartment,apartment,159000,2,80,80,3,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
9880,apartment,apartment,165000,1,62,62,2,0,unknown,AALTER,Flandre-Orientale,Région flamande,318.0
1081,apartment,apartment,169000,1,76,76,2,0,unknown,KOEKELBERG,Bruxelles (19 communes),Région Bruxelles-capitale,140.0
1000,apartment,apartment,175000,2,75,75,2,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
9240,apartment,apartment,180000,2,100,100,3,0,as new,ZELE,Flandre-Orientale,Région flamande,320.0
2060,apartment,apartment,199000,2,66,66,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
2390,apartment,ground floor,199900,3,103,103,3,0,unknown,MALLE,Anvers,Région flamande,435.0
4500,apartment,apartment,167500,2,84,84,3,0,as new,HUY,Liège,Région wallonne,84.0
6220,apartment,apartment,194000,2,92,92,3,0,as new,FLEURUS,Hainaut,Région wallonne,35.0
2100,apartment,apartment,165000,2,77,77,2,0,to renovate,ANTWERPEN,Anvers,Région flamande,334.0
2900,apartment,apartment,180000,2,65,65,2,0,good,SCHOTEN,Anvers,Région flamande,471.0
1081,apartment,apartment,187500,2,75,75,2,0,as new,KOEKELBERG,Bruxelles (19 communes),Région Bruxelles-capitale,140.0
6000,apartment,apartment,155000,4,189,189,2,0,unknown,CHARLEROI,Hainaut,Région wallonne,19.0
1081,apartment,apartment,159000,1,50,50,2,0,unknown,KOEKELBERG,Bruxelles (19 communes),Région Bruxelles-capitale,140.0
1480,apartment,apartment,160000,2,85,85,4,0,unknown,TUBIZE,Brabant Wallon,Région flamande,187.0
1080,apartment,apartment,165000,2,82,82,2,0,unknown,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
9160,apartment,apartment,167000,1,65,65,2,0,as new,LOKEREN,Flandre-Orientale,Région flamande,337.0
3500,apartment,apartment,169000,2,65,65,2,0,good,HASSELT,Limbourg,Région flamande,411.0
4000,apartment,apartment,179000,2,100,100,2,0,to be done up,LIÈGE,Liège,Région wallonne,83.0
7090,apartment,apartment,198000,2,86,86,4,0,unknown,BRAINE-LE-COMTE,Hainaut,Région wallonne,61.0
8900,apartment,apartment,199000,2,88,88,2,0,good,IEPER,Flandre-Occidentale,Région flamande,265.0
8370,apartment,apartment,199500,2,96,96,4,0,good,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
4020,apartment,apartment,167000,1,70,70,2,0,unknown,LIÈGE,Liège,Région wallonne,83.0
9000,apartment,apartment,184500,1,63,63,3,0,as new,GENT,Flandre-Orientale,Région flamande,496.0
9032,apartment,apartment,184500,1,63,63,3,0,as new,GENT,Flandre-Orientale,Région flamande,496.0
2140,apartment,apartment,177000,1,56,56,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
1300,apartment,apartment,199000,1,58,58,2,0,unknown,WAVRE,Brabant Wallon,Région flamande,493.0
8370,apartment,apartment,175000,1,57,57,3,0,as new,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
8370,apartment,apartment,195000,2,66,66,3,0,as new,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
7090,apartment,apartment,161000,2,80,80,4,0,unknown,BRAINE-LE-COMTE,Hainaut,Région wallonne,61.0
4031,apartment,apartment,169000,2,120,120,2,0,good,LIÈGE,Liège,Région wallonne,83.0
1000,apartment,apartment,175000,1,40,40,2,0,unknown,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
7033,apartment,apartment,175000,1,74,74,4,0,unknown,MONS,Hainaut,Région wallonne,40.0
4000,apartment,apartment,179000,2,92,92,2,0,good,LIÈGE,Liège,Région wallonne,83.0
2000,apartment,apartment,195000,1,60,60,3,0,to be done up,ANTWERPEN,Anvers,Région flamande,334.0
2547,apartment,apartment,190000,2,84,84,2,0,good,LINT,Anvers,Région flamande,449.0
7060,apartment,apartment,182500,2,88,88,2,0,unknown,SOIGNIES,Hainaut,Région wallonne,67.0
3540,apartment,apartment,162500,2,82,82,3,0,to be done up,HERK-DE-STAD,Limbourg,Région flamande,406.0
1050,apartment,flat studio,165000,0,46,46,3,0,as new,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
